CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,FGM_GT_15,FGA_GT_15,GT_15_PCT,NS_GT_15_PCT,PLUSMINUS
1631105,Jalen Duren,1610612765,DET,C,21.0,6,6,0.461,16,47,0.34,0.384,-0.044
1630598,Aaron Wiggins,1610612760,OKC,G,26.0,16,14,0.479,19,46,0.413,0.369,0.044
201144,Mike Conley,1610612750,MIN,G,37.0,15,14,0.375,12,45,0.267,0.381,-0.115
1628378,Donovan Mitchell,1610612739,CLE,G,28.0,9,9,0.577,21,45,0.467,0.403,0.064
1641764,Brandin Podziemski,1610612744,GSW,G,22.0,12,12,0.388,16,45,0.356,0.373,-0.018
1631094,Paolo Banchero,1610612753,ORL,F,22.0,5,5,0.473,18,43,0.419,0.37,0.049
1630595,Cade Cunningham,1610612765,DET,G,23.0,6,6,0.429,14,42,0.333,0.366,-0.032
1630224,Jalen Green,1610612745,HOU,G,23.0,7,7,0.532,15,42,0.357,0.385,-0.028
204001,Kristaps Porziņģis,1610612738,BOS,F-C,29.0,11,11,0.356,13,42,0.31,0.328,-0.018
201950,Jrue Holiday,1610612738,BOS,G,34.0,8,8,0.438,11,42,0.262,0.372,-0.11
1631119,Jaylin Williams,1610612760,OKC,F,22.0,14,10,0.488,14,41,0.341,0.382,-0.04
1630559,Austin Reaves,1610612747,LAL,G,27.0,5,5,0.423,9,41,0.22,0.38,-0.161
1628976,Wendell Carter Jr.,1610612753,ORL,C-F,26.0,5,5,0.556,11,40,0.275,0.363,-0.088
1631212,Peyton Watson,1610612743,DEN,G,22.0,14,14,0.453,14,39,0.359,0.394,-0.035
1629029,Luka Dončić,1610612747,LAL,F-G,26.0,5,5,0.371,15,39,0.385,0.375,0.01
1629631,De'Andre Hunter,1610612739,CLE,F-G,27.0,8,8,0.535,10,38,0.263,0.385,-0.122
1630558,Davion Mitchell,1610612748,MIA,G,26.0,4,4,0.704,16,38,0.421,0.386,0.035
201566,Russell Westbrook,1610612743,DEN,G,36.0,13,12,0.468,9,37,0.243,0.389,-0.146
1629660,Ty Jerome,1610612739,CLE,G-F,27.0,9,9,0.451,8,37,0.216,0.387,-0.171
203500,Steven Adams,1610612745,HOU,C,31.0,7,7,0.554,14,36,0.389,0.357,0.031
1641767,Ben Sheppard,1610612754,IND,G,23.0,16,14,0.468,13,36,0.361,0.39,-0.029
1626171,Bobby Portis,1610612749,MIL,F,30.0,5,5,0.515,14,35,0.4,0.396,0.004
201939,Stephen Curry,1610612744,GSW,G,37.0,8,8,0.5,13,35,0.371,0.37,0.002
1627739,Kris Dunn,1610612746,LAC,G,31.0,7,7,0.493,18,35,0.514,0.399,0.116
1631097,Bennedict Mathurin,1610612754,IND,G-F,22.0,15,15,0.358,14,34,0.412,0.384,0.028
1629639,Tyler Herro,1610612748,MIA,G,25.0,4,4,0.532,14,33,0.424,0.386,0.038
1630202,Payton Pritchard,1610612738,BOS,G,27.0,11,10,0.371,6,33,0.182,0.359,-0.177
1628418,Thomas Bryant,1610612754,IND,C-F,27.0,15,10,0.429,8,33,0.242,0.392,-0.149
202695,Kawhi Leonard,1610612746,LAC,F,33.0,7,7,0.423,10,33,0.303,0.39,-0.086
1630541,Moses Moody,1610612744,GSW,G,23.0,12,11,0.446,12,33,0.364,0.368,-0.004
203471,Dennis Schröder,1610612765,DET,G,31.0,6,6,0.39,15,32,0.469,0.382,0.087
203507,Giannis Antetokounmpo,1610612749,MIL,F,30.0,5,5,0.525,11,31,0.355,0.403,-0.048
1628991,Jaren Jackson Jr.,1610612763,MEM,F-C,25.0,4,4,0.544,9,31,0.29,0.381,-0.09
1628369,Jayson Tatum,1610612738,BOS,F-G,27.0,8,8,0.366,13,30,0.433,0.365,0.068
201935,James Harden,1610612746,LAC,G,35.0,7,7,0.302,9,29,0.31,0.392,-0.081
1630228,Jonathan Kuminga,1610612744,GSW,F,22.0,8,6,0.483,8,29,0.276,0.371,-0.095
1631095,Jabari Smith Jr.,1610612745,HOU,F,22.0,7,7,0.527,9,29,0.31,0.363,-0.053
1641744,Zach Edey,1610612763,MEM,C,23.0,4,4,0.403,11,29,0.379,0.391,-0.011
202699,Tobias Harris,1610612765,DET,F,32.0,6,6,0.346,9,28,0.321,0.376,-0.055
1629060,Rui Hachimura,1610612747,LAL,F,27.0,5,5,0.292,8,28,0.286,0.38,-0.094
1642366,Quinten Post,1610612744,GSW,C,25.0,11,9,0.333,10,27,0.37,0.35,0.02
1630241,Sam Merrill,1610612739,CLE,G,29.0,8,7,0.482,11,27,0.407,0.383,0.025
1631106,Tari Eason,1610612745,HOU,F,24.0,7,7,0.443,8,27,0.296,0.366,-0.07
1630217,Desmond Bane,1610612763,MEM,G,26.0,4,4,0.542,6,26,0.231,0.391,-0.161
201572,Brook Lopez,1610612749,MIL,C,37.0,5,4,0.51,12,26,0.462,0.411,0.05
1641709,Ausar Thompson,1610612765,DET,G-F,22.0,6,6,0.419,12,26,0.462,0.382,0.079
1627827,Dorian Finney-Smith,1610612747,LAL,F,32.0,5,5,0.441,7,26,0.269,0.38,-0.111
1629645,Kevin Porter Jr.,1610612749,MIL,G-F,25.0,5,5,0.426,7,26,0.269,0.392,-0.123
201587,Nicolas Batum,1610612746,LAC,G-F,36.0,7,7,0.371,9,26,0.346,0.378,-0.031
1630532,Franz Wagner,1610612753,ORL,F,23.0,5,5,0.455,12,25,0.48,0.364,0.116
1630590,Scotty Pippen Jr.,1610612763,MEM,G,24.0,4,4,0.446,11,25,0.44,0.395,0.045
1629018,Gary Trent Jr.,1610612749,MIL,G,26.0,5,5,0.568,11,25,0.44,0.402,0.038
1630583,Santi Aldama,1610612763,MEM,F-C,24.0,4,4,0.521,7,25,0.28,0.386,-0.106
203952,Andrew Wiggins,1610612748,MIA,F,30.0,4,4,0.581,12,25,0.48,0.384,0.096
203501,Tim Hardaway Jr.,1610612765,DET,G-F,33.0,6,6,0.436,9,24,0.375,0.378,-0.003
1628389,Bam Adebayo,1610612748,MIA,C-F,27.0,4,4,0.48,8,24,0.333,0.385,-0.052
1627736,Malik Beasley,1610612765,DET,G,28.0,6,6,0.489,10,23,0.435,0.375,0.06
1627780,Gary Payton II,1610612744,GSW,G,32.0,11,10,0.469,8,23,0.348,0.373,-0.025
1631260,AJ Green,1610612749,MIL,G,25.0,5,5,0.46,9,23,0.391,0.39,0.001
1627884,Derrick Jones Jr.,1610612746,LAC,F,28.0,7,7,0.46,9,23,0.391,0.393,-0.001
1630198,Isaiah Joe,1610612760,OKC,G,25.0,17,12,0.338,9,22,0.409,0.381,0.028
1630171,Isaac Okoro,1610612739,CLE,F-G,24.0,9,8,0.625,6,20,0.3,0.392,-0.092
203992,Bogdan Bogdanović,1610612746,LAC,G,32.0,7,7,0.513,5,20,0.25,0.388,-0.138
1626172,Kevon Looney,1610612744,GSW,F,29.0,11,10,0.303,8,20,0.4,0.366,0.034
2544,LeBron James,1610612747,LAL,F,40.0,5,5,0.351,9,20,0.45,0.378,0.073
1626181,Norman Powell,1610612746,LAC,G,32.0,7,7,0.417,11,20,0.55,0.388,0.162
1641716,Jarace Walker,1610612754,IND,F,21.0,9,6,0.545,9,18,0.5,0.372,0.128
1629731,Dean Wade,1610612739,CLE,F-C,28.0,8,7,0.29,10,18,0.556,0.383,0.173
1629312,Haywood Highsmith,1610612748,MIA,F,28.0,4,4,0.45,8,18,0.444,0.391,0.053
1631124,Julian Strawther,1610612743,DEN,G,23.0,8,5,0.63,6,17,0.353,0.384,-0.031
203484,Kentavious Caldwell-Pope,1610612753,ORL,G,32.0,5,4,0.364,6,16,0.375,0.37,0.005
1629216,Gabe Vincent,1610612747,LAL,G,28.0,5,5,0.552,3,16,0.188,0.383,-0.195
1629636,Darius Garland,1610612739,CLE,G,25.0,5,5,0.381,10,16,0.625,0.389,0.236
1628379,Luke Kennard,1610612763,MEM,G,28.0,4,4,0.5,6,16,0.375,0.381,-0.006
1631107,Nikola Jović,1610612748,MIA,F,22.0,4,3,0.485,8,16,0.5,0.381,0.119
1629630,Ja Morant,1610612763,MEM,G,25.0,3,3,0.536,4,15,0.267,0.394,-0.128
1629026,Kenrich Williams,1610612760,OKC,G-F,30.0,8,6,0.517,4,15,0.267,0.376,-0.109
203081,Damian Lillard,1610612749,MIL,G,34.0,3,2,0.517,7,15,0.467,0.397,0.069
1628398,Kyle Kuzma,1610612749,MIL,F,29.0,5,4,0.483,6,14,0.429,0.407,0.021
1630573,Sam Hauser,1610612738,BOS,F,27.0,8,6,0.389,6,14,0.429,0.364,0.064
1626166,Cameron Payne,1610612752,NYK,G,30.0,12,9,0.361,4,13,0.308,0.393,-0.086
1641710,Anthony Black,1610612753,ORL,G,21.0,5,4,0.464,9,13,0.692,0.378,0.314
203914,Gary Harris,1610612753,ORL,G,30.0,5,4,0.545,5,12,0.417,0.376,0.04
1629723,John Konchar,1610612763,MEM,G,29.0,4,4,0.387,5,12,0.417,0.386,0.031
1629013,Landry Shamet,1610612752,NYK,G,28.0,10,7,0.545,4,12,0.333,0.363,-0.029
202709,Cory Joseph,1610612753,ORL,G,33.0,5,5,0.3,5,12,0.417,0.381,0.036
1630579,Jericho Sims,1610612749,MIL,C,26.0,5,5,0.444,5,12,0.417,0.389,0.027
1627752,Taurean Prince,1610612749,MIL,F,31.0,5,4,0.407,7,11,0.636,0.408,0.229
1641816,Hunter Tyson,1610612743,DEN,F,24.0,4,4,0.688,6,11,0.545,0.36,0.185
1629618,Jalen Pickett,1610612743,DEN,G,25.0,7,5,0.526,3,10,0.3,0.384,-0.084
1631218,Trayce Jackson-Davis,1610612744,GSW,F,25.0,7,5,0.231,3,9,0.333,0.359,-0.026
1641854,Craig Porter Jr.,1610612739,CLE,G,25.0,6,5,0.474,3,9,0.333,0.339,-0.006
1642349,Ajay Mitchell,1610612760,OKC,G,22.0,8,6,0.409,3,9,0.333,0.352,-0.019
1628963,Marvin Bagley III,1610612763,MEM,F,26.0,2,2,0.643,4,9,0.444,0.385,0.059
1631246,Vince Williams Jr.,1610612763,MEM,G,24.0,3,2,0.5,2,9,0.222,0.397,-0.175
1641794,Dillon Jones,1610612760,OKC,F,23.0,7,6,0.429,3,9,0.333,0.344,-0.011
1630175,Cole Anthony,1610612753,ORL,G,25.0,5,4,0.364,2,8,0.25,0.357,-0.107
1629130,Duncan Robinson,1610612748,MIA,F,31.0,4,4,0.471,4,8,0.5,0.368,0.132
1630173,Precious Achiuwa,1610612752,NYK,F,25.0,7,5,0.4,1,8,0.125,0.358,-0.233
1630611,Gui Santos,1610612744,GSW,F,22.0,7,4,0.267,3,8,0.375,0.376,-0.001
1630545,Terrence Shannon Jr.,1610612750,MIN,G-F,24.0,7,7,0.4,5,8,0.625,0.362,0.264
1630311,Pat Spencer,1610612744,GSW,G,28.0,6,4,0.32,4,8,0.5,0.379,0.122
1629020,Jarred Vanderbilt,1610612747,LAL,F,26.0,5,3,0.296,3,8,0.375,0.382,-0.007
1628396,Tony Bradley,1610612754,IND,C-F,27.0,6,4,0.5,4,8,0.5,0.392,0.108
1641842,Ronald Holland II,1610612765,DET,F,19.0,4,4,0.615,2,8,0.25,0.377,-0.127
1629750,Javonte Green,1610612739,CLE,G,31.0,5,4,0.7,3,7,0.429,0.359,0.07
1630194,Paul Reed,1610612765,DET,F,25.0,5,5,0.318,2,7,0.286,0.382,-0.096
1628995,Kevin Knox II,1610612744,GSW,F,25.0,5,4,0.7,0,7,0.0,0.339,-0.339
1631216,Caleb Houstan,1610612753,ORL,G,22.0,5,3,0.412,2,7,0.286,0.36,-0.074
1630192,Zeke Nnaji,1610612743,DEN,F-C,24.0,6,5,0.5,5,7,0.714,0.36,0.355
1642276,Kel'el Ware,1610612748,MIA,C,21.0,4,3,0.226,3,7,0.429,0.379,0.049
1630692,Jordan Goodwin,1610612747,LAL,G,26.0,3,3,0.538,2,7,0.286,0.375,-0.09
1631170,Jaime Jaquez Jr.,1610612748,MIA,G,24.0,3,3,0.7,6,7,0.857,0.377,0.48
1630643,Jay Huff,1610612763,MEM,C,27.0,2,2,0.5,2,6,0.333,0.361,-0.028
1627732,Ben Simmons,1610612746,LAC,G-F,28.0,5,4,0.316,1,6,0.167,0.396,-0.23
1641740,Jaylen Clark,1610612750,MIN,G,23.0,4,4,1.0,2,6,0.333,0.373,-0.039
201599,DeAndre Jordan,1610612743,DEN,C,36.0,7,3,0.227,3,5,0.6,0.379,0.221
1642277,Johnny Furphy,1610612754,IND,G,20.0,5,4,0.455,1,5,0.2,0.349,-0.149
1641796,Pelle Larsson,1610612748,MIA,G,24.0,3,2,0.313,3,5,0.6,0.397,0.203
1629234,Drew Eubanks,1610612746,LAC,F-C,28.0,2,2,0.714,0,5,0.0,0.359,-0.359
1642265,Rob Dillingham,1610612750,MIN,G,20.0,2,2,0.833,1,5,0.2,0.379,-0.179
1629637,Jaxson Hayes,1610612747,LAL,C-F,25.0,4,4,0.417,3,5,0.6,0.379,0.221
1631172,Ousmane Dieng,1610612760,OKC,F,22.0,4,4,0.417,3,5,0.6,0.319,0.281
1628371,Jonathan Isaac,1610612753,ORL,F,27.0,4,4,0.385,0,5,0.0,0.387,-0.387
202684,Tristan Thompson,1610612739,CLE,C-F,34.0,2,2,0.444,0,4,0.0,0.322,-0.322
1629674,Neemias Queta,1610612738,BOS,C,25.0,3,2,0.667,2,4,0.5,0.344,0.156
1630296,Braxton Key,1610612744,GSW,F,28.0,3,2,0.667,2,4,0.5,0.371,0.129
1626192,Pat Connaughton,1610612749,MIL,G,32.0,2,2,0.667,4,4,1.0,0.39,0.611
1626153,Delon Wright,1610612752,NYK,G,33.0,5,2,0.308,2,4,0.5,0.368,0.132
1631169,Josh Minott,1610612750,MIN,F,22.0,3,2,0.444,3,4,0.75,0.37,0.38
1642281,Jaylon Tyson,1610612739,CLE,G-F,22.0,4,2,0.364,2,4,0.5,0.323,0.177
1630191,Isaiah Stewart,1610612765,DET,F-C,24.0,1,1,0.333,0,4,0.0,0.384,-0.384
1628470,Torrey Craig,1610612738,BOS,F,34.0,4,3,0.571,2,4,0.5,0.366,0.134
201949,James Johnson,1610612754,IND,F,38.0,3,3,0.364,2,4,0.5,0.385,0.115
1641775,Jordan Walsh,1610612738,BOS,G,21.0,3,2,0.5,2,3,0.667,0.342,0.324
1631159,Leonard Miller,1610612750,MIN,F,21.0,3,2,0.429,0,3,0.0,0.385,-0.385
202692,Alec Burks,1610612748,MIA,G,33.0,1,1,0.5,2,3,0.667,0.382,0.284
1631157,Ryan Rollins,1610612749,MIL,G,22.0,2,2,0.375,0,3,0.0,0.385,-0.385
1628988,Aaron Holiday,1610612745,HOU,G,28.0,3,1,0.273,1,3,0.333,0.331,0.002
1630568,Luka Garza,1610612750,MIN,C,26.0,3,2,0.333,2,3,0.667,0.336,0.331
1631248,Baylor Scheierman,1610612738,BOS,G,24.0,2,2,1.0,1,3,0.333,0.385,-0.051
1641757,Jordan Miller,1610612746,LAC,G,25.0,3,2,0.4,1,2,0.5,0.361,0.14
1641738,Kobe Brown,1610612746,LAC,F,25.0,1,1,0.5,1,2,0.5,0.428,0.073
1642263,Reed Sheppard,1610612745,HOU,G,20.0,2,1,0.286,1,2,0.5,0.325,0.176
203937,Kyle Anderson,1610612748,MIA,F-G,31.0,2,2,0.5,1,2,0.5,0.378,0.123
1630214,Xavier Tillman,1610612738,BOS,F,26.0,1,1,0.5,1,2,0.5,0.366,0.135
1641724,Jett Howard,1610612753,ORL,G,21.0,1,1,0.667,2,2,1.0,0.354,0.646
1629048,Goga Bitadze,1610612753,ORL,C-F,25.0,2,2,0.333,2,2,1.0,0.383,0.617
1629003,Shake Milton,1610612747,LAL,G,28.0,1,1,1.0,0,1,0.0,0.306,-0.306
1641748,Andre Jackson Jr.,1610612749,MIL,G,23.0,1,1,1.0,0,1,0.0,0.398,-0.398
1642261,Dalton Knecht,1610612747,LAL,F,24.0,1,1,0.5,0,1,0.0,0.385,-0.385
1641715,Cam Whitmore,1610612745,HOU,F,20.0,2,1,0.5,1,1,1.0,0.357,0.643
1642278,Tyler Kolek,1610612752,NYK,G,24.0,1,1,1.0,0,1,0.0,0.337,-0.337
1629111,Jock Landale,1610612745,HOU,C,29.0,1,1,0.25,1,1,1.0,0.292,0.708
1642352,Keshad Johnson,1610612748,MIA,F,23.0,1,1,1.0,0,1,0.0,0.375,-0.375
1630205,Lamar Stevens,1610612763,MEM,F,27.0,1,1,0.5,0,1,0.0,0.376,-0.376
1631120,JD Davison,1610612738,BOS,G,22.0,1,1,1.0,0,1,0.0,0.385,-0.385
1641753,Chris Livingston,1610612749,MIL,F,21.0,1,1,1.0,1,1,1.0,0.401,0.599
1628427,Vlatko Čančar,1610612743,DEN,F,28.0,2,1,0.5,1,1,1.0,0.259,0.741
1642359,Pacôme Dadiet,1610612752,NYK,F,19.0,1,1,1.0,0,1,0.0,0.371,-0.371
1628467,Maxi Kleber,1610612747,LAL,F,33.0,1,1,1.0,0,1,0.0,0.352,-0.352
